User,Session,EER,AUC
1105159,1.0,0.22636103151861417,0.8597365740261925
1105159,2.0,0.20496894409920993,0.8611185003026018
1105159,3.0,0.25977183467233167,0.8336237549932144
1105159,4.0,0.26136363636363635,0.8122348768213271
1105159,5.0,0.3709677419354849,0.6548939109660528
1105159,6.0,0.27659574468085096,0.7897085858445182
1105159,7.0,0.2568730129042467,0.8239220382670397
1105159,8.0,0.2710865906132042,0.7804147946468569
1165247,1.0,0.26172953081861255,0.8154212541175773
1165247,2.0,0.2706766917291636,0.811430369852875
1165247,3.0,0.24857405703843657,0.8144684154830338
1174404,1.0,0.2011834319526614,0.8713317378531734
1174404,2.0,0.23484848484849827,0.8577596142897215
1174404,3.0,0.2198581560283687,0.8686796004552632
1244132,1.0,0.16692986530509107,0.9183062559145179
1244132,2.0,0.14388489208627203,0.9285968716898289
1244132,3.0,0.1725034835120171,0.9039403593822573
1244132,4.0,0.17055271713933282,0.9032406300101997
1865189,1.0,0.1525742202173937,0.9320236658915232
1865189,2.0,0.1754385964912281,0.9004642383862702
1865189,3.0,0.19240886884514552,0.8893073883118252
1865189,4.0,0.07938744832710809,0.9725174925287665
1961295,1.0,0.21008403361340575,0.8696345742253307
1961295,2.0,0.2407729645582091,0.8374261167900695
1961295,3.0,0.2647058823533912,0.819483038201085
1961295,4.0,0.27887169154703007,0.7878414851607829
1961295,5.0,0.2763157894738371,0.7992454003403048
1961295,6.0,0.15652173913043485,0.9183164965735833
1961295,7.0,0.20967741935492581,0.8595766775286642
1961295,8.0,0.2499999999996018,0.8282912210005736
1988613,1.0,0.22051282051282026,0.873310689433477
1988613,2.0,0.29728982300871004,0.7890750703942075
1988613,3.0,0.25817941952506596,0.8052965655288664
1988613,4.0,0.3069690265500818,0.7858077855035819
1988613,5.0,0.29787234042552846,0.7981660508065023
1988613,6.0,0.3258665191731285,0.7449917852208656
1988613,7.0,0.3216261061958299,0.7686997845831393
1988613,8.0,0.2926829268292683,0.8095293501331031
2346653,1.0,0.1896207584830339,0.9008369121103411
2346653,2.0,0.1886047386234373,0.8968565381680006
2346653,3.0,0.11987589319256516,0.949892317365551
2346653,4.0,0.1873111782477341,0.9091775182956136
2346653,5.0,0.19377585558477323,0.9010218113587355
2346653,6.0,0.16519368183594957,0.9216955211219973
2346653,7.0,0.16566378337621568,0.9209732032494444
2346653,8.0,0.1942675159235659,0.8837477812404932
2633840,1.0,0.210356583433247,0.880087617164923
2633840,2.0,0.21578947368454535,0.8588132313645995
2633840,3.0,0.25619834710743816,0.8155645733022747
2633840,4.0,0.22482262968942962,0.8665002606829952
2633840,5.0,0.2768819681199287,0.802621828144725
2633840,6.0,0.23952095808383217,0.8423629107766224
2693592,1.0,0.22857142857142865,0.8410861217772903
2693592,2.0,0.14801609069167138,0.9262348697047832
2693592,3.0,0.2972972972973636,0.7786257184227564
2693592,4.0,0.16300969098459187,0.9045335226945398
2693592,5.0,0.1583333333328393,0.9141574480404706
2693592,6.0,0.1865057597358733,0.8986765018500432
2693592,7.0,0.21713293106671228,0.8666771151686127
2693592,8.0,0.1966538672524477,0.8678254150890384
2722493,1.0,0.05919661733628973,0.9834599116573455
2722493,2.0,0.0715533891289382,0.980888102186934
2722493,3.0,0.06470588235294114,0.981954220113503
2722493,4.0,0.06766917293251547,0.9751083770310536
2750057,1.0,0.1254901960784311,0.9412762080361426
2750057,2.0,0.14078159682518332,0.9405491151451597
2750057,3.0,0.14666666666660594,0.9073415207894173
2750057,4.0,0.13259668508287295,0.9368420839428606
2750057,5.0,0.12994350282485823,0.9334336830037794
2750057,6.0,0.21125469709471895,0.8385907027673666
2750057,7.0,0.19604069287821996,0.8940064308190512
2750057,8.0,0.18181818181818188,0.8936304202320151
2886837,1.0,0.08670520231213871,0.9663412569568469
2886837,2.0,0.12548027363934178,0.9431990601832895
2886837,3.0,0.12096774193548389,0.9501734678351437
2886837,4.0,0.16858776122231006,0.9213770298673307
3084978,1.0,0.11475409836070094,0.9527831025369707
3084978,2.0,0.05752212389379857,0.9876540808132652
3084978,3.0,0.152542372881356,0.9319343808300697
3084978,4.0,0.09065155807403695,0.9692052883608892
3130601,1.0,0.2917698871455782,0.7565490704270182
3130601,2.0,0.21790989999125343,0.8474456791922507
3130601,3.0,0.24415083952686484,0.8464818382930136
3130601,4.0,0.17699115044249597,0.894865324171171
3695167,1.0,0.1624690905759228,0.9138820928133136
3695167,2.0,0.13888888888888895,0.9348207592609553
3695167,3.0,0.5,0.5335195530726257
3695167,4.0,0.16326530612242732,0.9036177342995079
3695167,5.0,0.21969696969694127,0.867116188906188
3695167,6.0,0.21582733812949637,0.8384796879045899
3695167,7.0,0.25075556369653307,0.8543499053522624
3695167,8.0,0.23387096774205365,0.8545595277837685
3695167,9.0,0.22208993497655416,0.8566346273408699
3726809,1.0,0.1864767840940471,0.8947937106054833
3726809,2.0,0.25914047466312556,0.8336571062036104
3726809,3.0,0.24699067788940177,0.8412231634154623
4148061,1.0,0.19135802469135801,0.8977734435719302
4148061,2.0,0.2957448763905959,0.7864785476448009
4148061,3.0,0.13768115942064985,0.9291531975028937
4148061,4.0,0.18750000000000727,0.8982494879672299
4179044,1.0,0.19354838709670075,0.9047288137307968
4179044,2.0,0.12574850299401197,0.9271139389716725
4179044,3.0,0.20720720720720723,0.8805589343459815
4372737,1.0,0.23552123552124782,0.8439480568853139
4372737,2.0,0.17721518987341767,0.9016072489810708
4372737,3.0,0.10486685032139578,0.9207384786229873
4542213,1.0,0.16966067864271558,0.9078722517599085
4542213,2.0,0.17206912657597853,0.9044467248744532
4542213,3.0,0.18406593406595925,0.9026902802942037
4542213,4.0,0.15235871088259706,0.9262637322208928
4542213,5.0,0.1906585707610118,0.8802177139006327
