User,Session,EER,AUC
1105159,1.0,0.2058370019441775,0.8603168024653566
1105159,2.0,0.25000000000000017,0.7983198301892434
1105159,3.0,0.2040816326530613,0.8348608390110805
1105159,4.0,0.21323529411764705,0.8065426066786346
1105159,5.0,0.2602892762696455,0.7561721540540042
1105159,6.0,0.22560296846011132,0.838349697043064
1105159,7.0,0.1998240985048373,0.8628931309654201
1105159,8.0,0.2545454545454545,0.8330389004699147
1165247,1.0,0.20320855614973155,0.861060586840999
1165247,2.0,0.13121654389897972,0.9234064990637401
1165247,3.0,0.16785206258860894,0.8907883537355544
1174404,1.0,0.28947108255066734,0.7206724600875626
1174404,2.0,0.34384118606247854,0.6977411243234027
1174404,3.0,0.17371989582563585,0.8897894263455154
1244132,1.0,0.2634730538922156,0.8200711874763931
1244132,2.0,0.2218981592158738,0.8592036276341882
1244132,3.0,0.23319770667653394,0.8303550219505973
1244132,4.0,0.29423534249246514,0.7949580033023044
1865189,1.0,0.06690209927328865,0.968090473387707
1865189,2.0,0.09833287109797581,0.9584498991176121
1865189,3.0,0.09441792903095116,0.9535388463802237
1865189,4.0,0.10130284498803512,0.9495094142703713
1961295,1.0,0.2711864406776859,0.8414356623674275
1961295,2.0,0.17987738597330316,0.8818916532922967
1961295,3.0,0.34042553191489344,0.6598638069661393
1961295,4.0,0.14167231756292767,0.9234437847155719
1961295,5.0,0.32222895215021197,0.7775840124559007
1961295,6.0,0.10770843074343389,0.9035171725521427
1961295,7.0,0.19427783234759344,0.8431713021300618
1961295,8.0,0.21924187687159646,0.8702576871510026
1988613,1.0,0.20595793779829025,0.8415873636033824
1988613,2.0,0.4497553697213643,0.5909002113338897
1988613,3.0,0.46858286147691125,0.539753858175425
1988613,4.0,0.404376333043687,0.6832877515139676
1988613,5.0,0.38584829183555297,0.6365012697792538
1988613,6.0,0.2598809585965645,0.7605733541707365
1988613,7.0,0.4290503729779566,0.6239744090642703
1988613,8.0,0.5133888276000401,0.47392068763430356
2346653,1.0,0.245762711864469,0.8279946281910441
2346653,2.0,0.24806559648920198,0.8197879196642687
2346653,3.0,0.04089506172901874,0.9859472487720695
2346653,4.0,0.16300056401579244,0.8899444873113853
2346653,5.0,0.1611128854820966,0.9365495230078563
2346653,6.0,0.20881717186950186,0.8723392489711934
2346653,7.0,0.19159855540771714,0.911324680335097
2346653,8.0,0.2415972016530558,0.836447642421538
2633840,1.0,0.3360030069970509,0.6844965881292648
2633840,2.0,0.22660889102872733,0.8513153941890905
2633840,3.0,0.28517397881996975,0.7894457319428351
2633840,4.0,0.307873895826983,0.7739474700656624
2633840,5.0,0.19047619047618744,0.8895924147951957
2633840,6.0,0.2173913043478264,0.8087519102557644
2693592,3.0,0.21237863483467895,0.8744706080701361
2693592,4.0,0.273944696767299,0.8116508049385704
2693592,5.0,0.2225542564715097,0.8198288947698862
2693592,6.0,0.21283918521691603,0.8445610673205485
2693592,7.0,0.17846537024619213,0.887436170376884
2693592,8.0,0.2558520228423141,0.8410686855387315
2722493,1.0,0.22377643970974215,0.881732285379586
2722493,2.0,0.12751677852348992,0.9252123059514944
2722493,3.0,0.09585638890410714,0.9298723566393599
2722493,4.0,0.09999999999997003,0.9619213183463518
2750057,6.0,0.32190445238869025,0.6818269046248321
2750057,7.0,0.2222222222222221,0.8375711635642552
2750057,8.0,0.30782174455843325,0.6808374112454424
2886837,1.0,0.1051487796723504,0.9371450134350012
2886837,2.0,0.1038409573428088,0.9321396611495049
2886837,3.0,0.10108187696050189,0.927978956641377
2886837,4.0,0.1120354378979842,0.9030247883751068
3084978,1.0,0.278913688153582,0.765452797115951
3084978,2.0,0.09313640312771504,0.9486491665069937
