User,Session,EER,AUC
1105159,1.0,0.19724057520453403,0.8997451409979054
1105159,2.0,0.21153846153831454,0.8375549343777093
1105159,3.0,0.21026039642377167,0.8455348715467532
1105159,4.0,0.21142635056487885,0.8451887426819413
1105159,5.0,0.3173338515357515,0.74804054929395
1105159,6.0,0.2349397590363921,0.8531423419749862
1105159,7.0,0.1428571428572096,0.9334320945280914
1105159,8.0,0.1546832491246329,0.8997968413242413
1165247,1.0,0.17643599294213308,0.9120257430911627
1165247,2.0,0.1103448275862068,0.9449458862021646
1165247,3.0,0.12025316455696201,0.9416929914462043
1174404,1.0,0.16110471806784862,0.8762268031691864
1174404,2.0,0.2222222222222232,0.8791778544943102
1174404,3.0,0.05389336401955678,0.9917066783064166
1244132,1.0,0.13992206872121857,0.9319959919453981
1244132,2.0,0.13523131672616148,0.9274616140198368
1244132,3.0,0.17557251908492666,0.8821229468053595
1244132,4.0,0.178683385579541,0.8802029871875122
1865189,1.0,0.06122448979566984,0.9831523545262719
1865189,2.0,0.0618010594474633,0.9821415163119434
1865189,3.0,0.0624999999999359,0.9747012131319078
1865189,4.0,0.05257994899091461,0.9735441709192187
1961295,1.0,0.16949152542388252,0.9138623680767695
1961295,2.0,0.1589733767466855,0.8892492079951214
1961295,3.0,0.21276595744682916,0.8557849437826779
1961295,4.0,0.0019153418889243348,0.9996245929898486
1961295,5.0,0.2074315265272645,0.8882552471099963
1961295,6.0,0.08810432569974555,0.9597072551134589
1961295,7.0,0.10526315789474285,0.9524314761237512
1961295,8.0,0.15064160166780488,0.9041297717796472
1988613,1.0,0.1500000000000003,0.9265028046772529
1988613,2.0,0.27272727272727076,0.7736507485481894
1988613,3.0,0.4615384615384631,0.4764076517348641
1988613,4.0,0.48007892540028463,0.617112717327603
1988613,5.0,0.4000000000000001,0.6497167415510843
1988613,6.0,0.38483677653366977,0.5713151982809143
1988613,7.0,0.4674458953520227,0.5611325454190272
1988613,8.0,0.37499999999999994,0.6424838835710099
2346653,1.0,0.19067796610169502,0.8844100655210295
2346653,2.0,0.15451388888930193,0.9171003474997779
2346653,3.0,0.010752688172282383,0.9991848367184389
2346653,4.0,0.0777777777777364,0.971926440329218
2346653,5.0,0.04205246913673982,0.9930397727272727
2346653,6.0,0.13333333333333325,0.9406545781893004
2346653,7.0,0.0857142857142845,0.9796847442680776
2346653,8.0,0.13253012048192764,0.9392477316674105
2633840,1.0,0.22666666666666668,0.8397038753701558
2633840,2.0,0.1358024691358041,0.952680857760039
2633840,3.0,0.2727272727273195,0.7665516696513222
2633840,4.0,0.21687910390077245,0.868882419994536
2633840,5.0,0.09523809523809526,0.9644834372528462
2633840,6.0,0.17391304347825476,0.9083790955043916
2693592,3.0,0.09142857142858446,0.9684050803641677
2693592,4.0,0.18607395751441147,0.9157809064132825
2693592,5.0,0.17171717171717063,0.9264011078527208
2693592,6.0,0.10429447852755097,0.9634206677511066
2693592,7.0,0.09803921568627462,0.9603896371032022
2693592,8.0,0.12608182533327,0.9477030780841054
2722493,1.0,0.12765957446809986,0.9395744410620598
2722493,2.0,0.15151515151515646,0.8788802484744569
2722493,3.0,0.04877119451381055,0.9808058677843399
2722493,4.0,0.06725090493512091,0.9547247094684701
