User,Session,EER,AUC
1105159,,0.18387460553682028,0.8992124111454378
1165247,,0.2113148479429031,0.8684196681108018
1174404,,0.2180094786729929,0.86523025823525
1244132,,0.13249400479616305,0.9431145142090476
1865189,,0.18509378084896347,0.9031578167437003
1961295,,0.1995404059748371,0.8882182382676681
1988613,,0.17870003854944239,0.9052813107303315
2346653,,0.1091302636769012,0.9612633070622774
2633840,,0.15925577013661488,0.9207734332646043
2693592,,0.1309771309771711,0.9348205973045479
2722493,,0.061278497821041,0.9823503941886372
2750057,,0.11806098514478346,0.9514550458390489
2886837,,0.10053423992229236,0.9625726176161263
3084978,,0.10440251572323542,0.9545328701822773
3130601,,0.1627604166667322,0.9231131088435532
3695167,,0.14834935227747595,0.9269724988717909
3726809,,0.15024630541910408,0.9293701101130106
4148061,,0.1424009561252368,0.9365195807209766
4179044,,0.16516516516555985,0.9236046571810619
4372737,,0.16526956102368712,0.9423253463400159
4542213,,0.14562172564970402,0.9324648535977543
5150547,,0.11756373937726872,0.9555279632788964
5254922,,0.16648620925397464,0.9176175545518872
5286985,,0.18051331609003532,0.9078729794788616
5362628,,0.0473071324599709,0.9868228743074011
5577693,,0.12678410331973405,0.9511517835572204
5865581,,0.20346847189606962,0.8839813090894693
5957492,,0.14610389610389635,0.9259711873736634
6200741,,0.09614446071254233,0.9666996409456635
6289350,,0.08418211400386102,0.9689320022152609
6362291,,0.10300084135771098,0.9591729672425546
6638682,,0.16254036598493005,0.9236708454270652
6700716,,0.06959459459456625,0.9785012235925827
6708958,,0.10657945363573242,0.9622907896469842
7114382,,0.16231884057970883,0.9177711093852067
7310944,,0.13183986530737424,0.9435416811568482
7316795,,0.20737912280546766,0.8817082487563664
7373019,,0.1443820224719102,0.933820443472021
7620603,,0.14315900686741576,0.9372939503037631
7688576,,0.1382940418452824,0.934519209218364
7847405,,0.14049586776865175,0.9359170083322005
8348481,,0.1623076923076907,0.9178633858398467
8503192,,0.15356820234867627,0.9238451553766387
8555844,,0.0641739342665428,0.9831009990787692
8573429,,0.15913707949026507,0.9229990928082539
8635407,,0.1735015772870663,0.9048391552680103
8746874,,0.13335716839470857,0.9410910555444251
8822529,,0.05514378891208048,0.9832256885077476
8824899,,0.16111707841031156,0.9182979964458752
9242542,,0.13892090983268326,0.9272535844664738
9259884,,0.12393422655298295,0.9502366038195035
9274838,,0.2367242482404719,0.8402265926164884
9333707,,0.1613384099732295,0.9177983297905575
9417614,,0.15014492753623182,0.9235226482649216
9707394,,0.13950042337002447,0.9407312930364813
9733371,,0.17359050445103866,0.9115083150399907
Mean,,0.14351924439038877,0.9309660233179319
